"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Status","Published","Published At","Published Scope","Template Suffix","Gift Card","URL","Row #","Top Row","Category: ID","Category: Name","Category","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Barcode","Variant SKU","Variant Price","Variant Compare At Price","Variant Image","Image Src","Image Position","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: custom.min-qty [number_integer]","Metafield: custom.in_catalog [boolean]","Variant Metafield: custom.in_catalog [boolean]","Variant Metafield: harmonized_system_code [string]"
"8394557030714","northstar-notebook","MERGE","Northstar Notebook","","Zootility","Peak and Port Bags","min 3","REPLACE","2023-07-05 14:02:03 -0400","2024-05-13 21:52:39 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/northstar-notebook","11","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-NN-BB.png?v=1688586032","5","","","","","",""
"8394557030714","northstar-notebook","MERGE","Northstar Notebook","","Zootility","Peak and Port Bags","min 3","REPLACE","2023-07-05 14:02:03 -0400","2024-05-13 21:52:39 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/northstar-notebook","12","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-NN-CC.png?v=1688586032","6","","","","","",""
"8394557030714","northstar-notebook","MERGE","Northstar Notebook","","Zootility","Peak and Port Bags","min 3","REPLACE","2023-07-05 14:02:03 -0400","2024-05-13 21:52:39 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/northstar-notebook","13","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-NN-HPT.png?v=1688586032","7","","","","","",""
"8394557030714","northstar-notebook","MERGE","Northstar Notebook","","Zootility","Peak and Port Bags","min 3","REPLACE","2023-07-05 14:02:03 -0400","2024-05-13 21:52:39 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/northstar-notebook","14","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-NN-WN.png?v=1688586032","8","","","","","",""
"8394557391162","the-rift-belt-stainless","MERGE","The Rift Belt™- Stainless","<p>The Rift Belt uses a patent-pending ""rift"" slot for infinite adjustability with quick connect, disconnect, and friction-locks without any slippage. Laser cut from Stainless Steel and Abrasion Resistant Nylon, the belt is built to look fashionable day in and day out. This belt is One-Size-Fits-Most up to a 50"" waist. It can be worn as is or can also be cut to length with scissors and seared with a flame.</p>","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:14 -0400","2024-06-15 17:12:01 -0400","Active","true","2023-07-05 14:02:10 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-belt-stainless","15","true","9483","Uncategorized","Uncategorized","45556276429114","MERGE","Color","Black","Size","Regular","816265021830","PS-RBS-BLK","17.50","39.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-BLK.png?v=1688586089","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS.jpg?v=1688586089","1","","","3","true","true",""
"8394557391162","the-rift-belt-stainless","MERGE","The Rift Belt™- Stainless","","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:14 -0400","2024-06-15 17:12:01 -0400","Active","true","2023-07-05 14:02:10 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-belt-stainless","16","","9483","Uncategorized","Uncategorized","48856308777274","MERGE","Color","Black","Size","Extended","748252679727","PS-RBS-BLK-EXT","22.50","39.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-BLK.png?v=1688586089","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-2.jpg?v=1688586089","2","","","","","",""
"8394557391162","the-rift-belt-stainless","MERGE","The Rift Belt™- Stainless","","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:14 -0400","2024-06-15 17:12:01 -0400","Active","true","2023-07-05 14:02:10 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-belt-stainless","17","","9483","Uncategorized","Uncategorized","45556276461882","MERGE","Color","Gray","Size","Regular","748252681324","PS-RBS-GRA","17.50","39.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-GRA.png?v=1688586089","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-BLK.png?v=1688586089","3","","","","","true",""
"8394557391162","the-rift-belt-stainless","MERGE","The Rift Belt™- Stainless","","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:14 -0400","2024-06-15 17:12:01 -0400","Active","true","2023-07-05 14:02:10 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-belt-stainless","18","","9483","Uncategorized","Uncategorized","48856308810042","MERGE","Color","Gray","Size","Extended","816265025784","PS-RBS-GRA-EXT","22.50","39.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-GRA.png?v=1688586089","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RBS-GRA.png?v=1688586089","4","","","","","",""
"8394557915450","the-rift-wallet-slim-metal-rfidblocking","MERGE","The Rift Wallet™ - Slim Metal RFID-Blocking","<p>With the capacity to hold more than 10 credit and ID cards, as well as cash folded twice, the Rift Wallet's flexible design accommodates your needs without adding unnecessary bulk. The metal exterior not only exudes a sense of modern sophistication but also provides RFID protection, ensuring your sensitive card information remains safe from wireless skimming threats. <br>The innovative two-finger hole feature sets the Rift Wallet apart from the rest. Effortlessly push your cards up with two fingers, then pinch between the finger holes to ""pop"" the cards up and fan them out, allowing you to quickly and easily access the card you need. <br>Upgrade your carry game with the Rift Wallet – the perfect fusion of security, functionality, and sleek design for those who appreciate a minimalist approach to their everyday essentials.</p>","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:25 -0400","2024-07-25 11:00:04 -0400","Active","true","2023-07-05 14:02:20 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-wallet-slim-metal-rfidblocking","19","true","","","","45556283572538","MERGE","Version","Aluminum","","","816265024886","PS-RMW-A","24.00","49.00","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RMW-A.png?v=1688586107","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RMW.jpg?v=1688586107","1","","","3","true","true",""
"8394557915450","the-rift-wallet-slim-metal-rfidblocking","MERGE","The Rift Wallet™ - Slim Metal RFID-Blocking","","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:25 -0400","2024-07-25 11:00:04 -0400","Active","true","2023-07-05 14:02:20 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-wallet-slim-metal-rfidblocking","20","","","","","45556283605306","MERGE","Version","Black Aluminum","","","816265025760","PS-RMW-BA","29.00","59.00","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RMW-BA.png?v=1688586107","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RMW-2.jpg?v=1688586107","2","","","","","true",""
"8394557915450","the-rift-wallet-slim-metal-rfidblocking","MERGE","The Rift Wallet™ - Slim Metal RFID-Blocking","","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:25 -0400","2024-07-25 11:00:04 -0400","Active","true","2023-07-05 14:02:20 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-wallet-slim-metal-rfidblocking","21","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RMW-A.png?v=1688586107","3","","","","","",""
"8394557915450","the-rift-wallet-slim-metal-rfidblocking","MERGE","The Rift Wallet™ - Slim Metal RFID-Blocking","","Zootility","Rift Gear","Faire, min 3","REPLACE","2023-07-05 14:02:25 -0400","2024-07-25 11:00:04 -0400","Active","true","2023-07-05 14:02:20 -0400","global","","false","https://wholesale.zootility.com/products/the-rift-wallet-slim-metal-rfidblocking","22","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RMW-BA.png?v=1688586107","4","","","","","",""
"8394558538042","custom-geoshape-pendant-necklace","MERGE","Custom Geo-Shape Pendant Necklace","Featuring intricate laser-cut details of your chosen lake, island, or 
state. Expertly crafted from durable stainless steel and polished to 
perfection through stone tumbling, this elegant round pendant dangles 
gracefully from an 18-inch chain with a secure lobster clasp. Celebrate 
your cherished memories and showcase your unique story with this 
beautiful, personalized accessory.<br>","Zootility","TūLRY","Faire, min 24","REPLACE","2023-07-05 14:02:45 -0400","2024-05-13 17:13:19 -0400","Active","true","2023-07-05 14:02:43 -0400","global","","false","https://wholesale.zootility.com/products/custom-geoshape-pendant-necklace","23","true","","","","45556296679738","MERGE","Metal","Stainless","Packaging","Hanging","816265021717","J-CCP-S","17.50","38.00","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/J-CCP-S.png?v=1688586255","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/J-CCP.jpg?v=1688586255","1","","","24","true","true",""
"8394558538042","custom-geoshape-pendant-necklace","MERGE","Custom Geo-Shape Pendant Necklace","","Zootility","TūLRY","Faire, min 24","REPLACE","2023-07-05 14:02:45 -0400","2024-05-13 17:13:19 -0400","Active","true","2023-07-05 14:02:43 -0400","global","","false","https://wholesale.zootility.com/products/custom-geoshape-pendant-necklace","24","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/J-CCP-S.png?v=1688586255","2","","","","","",""
"8394559226170","rfid-blocker-cards-2pack","MERGE","RFID Blocker Cards (2-pack)","<p>Convert any wallet into an RFID Blocking wallet, safe from the potential harm of card theft due to wireless skimming. Place two cards, one on either side of your stack of credit cards, or in the outer cash pocket of a fold wallet.</p>","Zootility","WanderMade Wallets","min 12","REPLACE","2023-07-05 14:03:07 -0400","2024-05-13 21:53:28 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/rfid-blocker-cards-2pack","25","true","","","","45556315160890","MERGE","Design","2 Pack","","","816265021434","PS-RFID-2","3.00","5.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RFID-2.png?v=1688586425","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RFID.jpg?v=1688586425","1","","","12","false","false",""
"8394559226170","rfid-blocker-cards-2pack","MERGE","RFID Blocker Cards (2-pack)","","Zootility","WanderMade Wallets","min 12","REPLACE","2023-07-05 14:03:07 -0400","2024-05-13 21:53:28 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/rfid-blocker-cards-2pack","26","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/PS-RFID-2.png?v=1688586425","2","","","","","",""
"8394559324474","headgehog","MERGE","Headgehog™","The Headgehog™ is not your average comb. At 1mm thin and the size of a credit card, this comb is also a dynamic multi-tool! The Headgehog™ is coated with clear acrylic so that it is smooth in your hair.<ul>
<li>Bottle opener</li>
<li>Phillips screwdriver</li>
<li>4 wrenches</li>
<li>Phone kickstand</li>
<li>Money clip</li>
<li>Chip clip</li>
</ul>","Zootility","Zootility Tools","Faire, min 12","REPLACE","2023-07-05 14:03:11 -0400","2024-07-29 11:20:08 -0400","Active","true","2023-07-05 14:03:09 -0400","global","","false","https://wholesale.zootility.com/products/headgehog","27","true","","","","45556317487418","MERGE","Title","Default Title","","","748252678027","Z-HH","6.50","12.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-HH.png?v=1688586430","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-HH.jpg?v=1688586430","1","","","12","true","true",""
"8394559324474","headgehog","MERGE","Headgehog™","","Zootility","Zootility Tools","Faire, min 12","REPLACE","2023-07-05 14:03:11 -0400","2024-07-29 11:20:08 -0400","Active","true","2023-07-05 14:03:09 -0400","global","","false","https://wholesale.zootility.com/products/headgehog","28","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-HH.png?v=1688586430","2","","","","","",""
"8394559717690","pocketmonkey-x","MERGE","PocketMonkey X","Our most feature-packed multi-tool. PocketMonkey X is the 21-in-1 credit card-sized tool. Unlike the PocketMonkey, the PocketMonkey X is equipped with more wrench sizes and a pry bar. <ul>
<li>Bottle Opener</li>
<li>Flat &amp; Phillips Screwdrivers</li>
<li>6 Metric Wrenches</li>
<li>6 US Wrenches</li>
<li>Pry bar</li>
<li>Ruler</li>
<li>Orange Peeler</li>
<li>And more!</li>
</ul>","Zootility","Zootility Tools","Faire, min 12","REPLACE","2023-07-05 14:03:20 -0400","2024-07-29 11:20:08 -0400","Active","true","2023-07-05 14:03:17 -0400","global","","false","https://wholesale.zootility.com/products/pocketmonkey-x","29","true","","","","45556327612730","MERGE","Title","Default Title","","","816265022219","Z-PMX","6.50","14.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-PMX.png?v=1688586451","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-PMX.jpg?v=1688586451","1","","","12","true","true",""
"8394559717690","pocketmonkey-x","MERGE","PocketMonkey X","","Zootility","Zootility Tools","Faire, min 12","REPLACE","2023-07-05 14:03:20 -0400","2024-07-29 11:20:08 -0400","Active","true","2023-07-05 14:03:17 -0400","global","","false","https://wholesale.zootility.com/products/pocketmonkey-x","30","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-PMX.png?v=1688586451","2","","","","","",""
"8394559815994","pocketmonkey","MERGE","PocketMonkey®","<div>This small but mighty tool has 12 functions, fits in your wallet, and is compliant with all TSA rules. Made in the USA from heat-treated stainless steel, the PocketMonkey multi-tool won't bend, break, or rust. Helps you conquer everyday tasks with a full set of tools:<ul>
<li>Phillips, Flat, Micro Screwdrivers</li>
<li>Bottle Opener</li>
<li>6 Wrenches</li>
<li>Orange Peeler</li>
<li>Letter Opener</li>
<li>Ruler</li>
<li>And more!</li>
</ul>
</div>","Zootility","Zootility Tools","Faire, min 24","REPLACE","2023-07-05 14:03:24 -0400","2024-07-29 11:20:08 -0400","Active","true","2023-07-05 14:03:21 -0400","global","","false","https://wholesale.zootility.com/products/pocketmonkey","31","true","","","","45556329906490","MERGE","Version","Deluxe","","","696859181634","Z-PMD","6.50","12.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-PMD.png?v=1688586454","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-PMD.jpg?v=1688586454","1","","","24","true","true",""
"8394559815994","pocketmonkey","MERGE","PocketMonkey®","","Zootility","Zootility Tools","Faire, min 24","REPLACE","2023-07-05 14:03:24 -0400","2024-07-29 11:20:08 -0400","Active","true","2023-07-05 14:03:21 -0400","global","","false","https://wholesale.zootility.com/products/pocketmonkey","32","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-PMD.png?v=1688586454","2","","","","","",""
"8394559979834","st1-pocket-knife","MERGE","ST-1 Pocket Knife","ST-1 is a super thin, ultra compact knife with keychain loop. The ST-1 is one of the easiest knives for convenient storage due to it's 0.125” low profile and patented FlyOff technology. <br>Made in the woods of Maine.<br>See how to open, close, attach, and remove your new blades in our <a href=""https://zootility.com/pages/product-manuals"">Operating Manual</a>","Zootility","Zootility Tools","Faire, min 6","REPLACE","2023-07-05 14:03:28 -0400","2024-07-18 15:30:11 -0400","Active","true","2023-07-05 14:03:25 -0400","global","","false","https://wholesale.zootility.com/products/st1-pocket-knife","33","true","","","","45556333445434","MERGE","Title","Default Title","","","816265024695","Z-ST1","19.50","39.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-ST1.png?v=1688580208","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-ST1.jpg?v=1688580208","1","","","6","true","true",""
"8394559979834","st1-pocket-knife","MERGE","ST-1 Pocket Knife","","Zootility","Zootility Tools","Faire, min 6","REPLACE","2023-07-05 14:03:28 -0400","2024-07-18 15:30:11 -0400","Active","true","2023-07-05 14:03:25 -0400","global","","false","https://wholesale.zootility.com/products/st1-pocket-knife","34","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-ST1.png?v=1688580208","2","","","","","",""
"8394560176442","st2-pocket-knife","MERGE","ST-2 Pocket Knife","<p>ST-2 is a Super Thin 440C stainless steel folding pocket knife with dual blade guards. Under all circumstances, the ST-2 is one of the easiest knives for convenient storage due to it's ultra-thin featherweight design and patented FlyOff technology. <br>Made in the woods of Maine.</p>
<p>See how to open, close, attach, and remove your new blades in our <a href=""https://zootility.com/pages/product-manuals"">Operating Manual</a></p>","Zootility","Zootility Tools","Faire, min 6","REPLACE","2023-07-05 14:03:31 -0400","2024-07-19 16:00:11 -0400","Active","true","2023-07-05 14:03:29 -0400","global","","false","https://wholesale.zootility.com/products/st2-pocket-knife","35","true","","","","45556336558394","MERGE","Title","Default Title","","","816265021021","Z-ST2","22.50","44.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-ST2.png?v=1688580211","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-ST2.jpg?v=1688580211","1","","","6","true","true",""
"8394560176442","st2-pocket-knife","MERGE","ST-2 Pocket Knife","","Zootility","Zootility Tools","Faire, min 6","REPLACE","2023-07-05 14:03:31 -0400","2024-07-19 16:00:11 -0400","Active","true","2023-07-05 14:03:29 -0400","global","","false","https://wholesale.zootility.com/products/st2-pocket-knife","36","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-ST2.png?v=1688580211","2","","","","","",""
"8394560438586","wildcard","MERGE","WildCard®","The<span style=""background-color: rgb(255, 255, 255);""> ""World's Thinnest Pocket Knife"", p</span>ut WildCard in your wallet, and have the utility of a knife everywhere you go. The patented FlyOff technology allows you to remove the blade quickly, and the handle also includes a set of tools:<ul>
<li>Screwdrivers</li>
<li>Pry bar</li>
<li>Ruler</li>
<li>Bottle opener</li>
</ul><br>See how to open, close, attach, and remove your new blades in our <a href=""https://zootility.com/pages/product-manuals"">Operating Manual</a>.","Zootility","Zootility Tools","Faire, min 12","REPLACE","2023-07-05 14:03:36 -0400","2024-07-26 09:35:05 -0400","Active","true","2023-07-05 14:03:33 -0400","global","","false","https://wholesale.zootility.com/products/wildcard","37","true","","","","45556339867962","MERGE","Title","Default Title","","","748252676924","Z-WC","16.50","34.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-WC.png?v=1688586470","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-WC.jpg?v=1688586469","1","","","12","true","true",""
"8394560438586","wildcard","MERGE","WildCard®","","Zootility","Zootility Tools","Faire, min 12","REPLACE","2023-07-05 14:03:36 -0400","2024-07-26 09:35:05 -0400","Active","true","2023-07-05 14:03:33 -0400","global","","false","https://wholesale.zootility.com/products/wildcard","38","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/Z-WC.png?v=1688586470","2","","","","","",""
"8394739220794","beer-friends-bottle-opener-card","MERGE","""Beer & Friends"" Bottle Opener Card","<p>Open bottle caps in style with funny cutout shapes. Open Beer Season™ is our collection of animal shape cutout bottle openers that perfectly fit in your wallet. Made of laser cut 18/8 stainless steel, the laser engraved markings will never wear off.</p> <p>Handmade in the woods of Maine.</p>","Zootility","Backyard & Bar","min 6","REPLACE","2023-07-05 15:32:59 -0400","2024-05-13 21:54:05 -0400","Archived","false","","web","","false","https://wholesale.zootility.com/products/beer-friends-bottle-opener-card","39","true","","","","45557383725370","MERGE","Design","Drink Like A Fish","","","850015006692","BG-BFWO-MERM","4.80","12.95","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/BG-BFWO-MERM.png?v=1689985502","https://cdn.shopify.com/s/files/1/0789/4928/6202/products/BG-BFWO-BEER.png?v=1689985502","1","","","6","false","false",""
